FROM 19 TO 19
	+0.421614
	+0.126526
	+0.118498
	-0.017572
	-0.599664
	+0.530116
	-0.298198
	-0.881405
	+0.447676
	-0.354081
	+0.694061
	-0.423063
	+0.728884
	-0.162430
	+0.882599
	+0.992883
	-0.326995
	-0.251174
	-0.045355
	-0.950196
	+0.301513
	+0.044237
	+0.306185
	+0.006296
	-0.839189
	+0.084493
	+0.801791
	+0.703573
	+0.366906
	-0.338707
	-0.797893
	-0.211480
	+0.787819
	+0.320605
	+0.770948
	-0.811845
	-0.149279
	-0.527250
	-0.693250
	-0.701603
	+0.118669
	-0.999189
	-0.124666
	-0.152447
	-0.161619
	-0.242068
	-0.159564
	+0.511386
	+0.506758
	+0.795082
	+0.561190
	-0.191728
	-0.160681
	-0.132625
	+0.814568
	+0.000130
	+0.951868
	+0.616358
	-0.296297
	+0.318774
	-0.722349
	-0.094190
	-0.892705
	-0.934530
	-0.773585
	+0.878242
	-0.746375
	+0.077136
	-0.649008
	-0.439625
	+0.375533
	+0.469662
	-0.438814
	-0.749134
	-0.682785
	+0.399567
	+0.008798
	+0.157651
FROM 08 TO 05
	-0.089047
	-0.484443
	-0.047267
	-0.527857
	+0.323828
	+0.792052
	+0.339518
	+0.138396
	-0.207818
	+0.291386
	-0.245246
	+0.495884
	-0.389840
	+0.032406
	-0.598306
	-0.282545
	+0.097876
	-0.371891
	-0.404303
	+0.351501
	+0.705244
	-0.053311
	+0.911876
	+0.080777
	-0.583649
	-0.526938
	+0.331644
	-0.266434
	+0.872630
	-0.659558
	+0.891217
	-0.216417
	-0.144001
	-0.156051
	+0.255726
	-0.820173
	-0.363999
	-0.404756
	+0.318223
	+0.428182
	+0.886630
	-0.927022
	-0.075933
	-0.503210
	+0.105384
FROM 05 TO 05
	+0.325761
	+0.214245
	-0.796740
	+0.953869
	+0.809942
	+0.554760
	+0.659114
	-0.243369
	+0.466636
	-0.260109
	+0.172982
	+0.939698
	-0.928465
	+0.906548
	+0.812328
	-0.588023
	+0.797764
	-0.404089
	+0.267976
	-0.358287
	+0.851637
	+0.447803
	+0.277714
	-0.553119
	-0.233973
	-0.294103
	-0.666489
	-0.160995
	+0.629964
	-0.169699
